Issue-id,Title,Parameter,Issue-URL,Commit-URL,Type,Note
HDFS-9872,HDFS bytes-default configurations should accept multiple size unit,DFS_DATANODE_AVAILABLE_SPACE_VOLUME_CHOOSING_POLICY_BALANCED_SPACE_THRESHOLD_KEY,https://issues.apache.org/jira/browse/HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab#,type change,HDFS bytes-default configurations should accept multiple size unit
HDFS-9872,HDFS bytes-default configurations should accept multiple size unit,DFS_NAMENODE_MAX_XATTR_SIZE_KEY,https://issues.apache.org/jira/browse/HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab#,type change,HDFS bytes-default configurations should accept multiple size unit
HDFS-9872,HDFS bytes-default configurations should accept multiple size unit,DFS_NAMENODE_MAX_COMPONENT_LENGTH_KEY,https://issues.apache.org/jira/browse/HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab#,type change,HDFS bytes-default configurations should accept multiple size unit
HDFS-9872,HDFS bytes-default configurations should accept multiple size unit,DFS_NAMENODE_MIN_BLOCK_SIZE_KEY,https://issues.apache.org/jira/browse/HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab#,type change,HDFS bytes-default configurations should accept multiple size unit
HDFS-9872,HDFS bytes-default configurations should accept multiple size unit,DFS_IMAGE_TRANSFER_RATE_KEY,https://issues.apache.org/jira/browse/HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab#,type change,HDFS bytes-default configurations should accept multiple size unit
HDFS-9872,HDFS bytes-default configurations should accept multiple size unit,DFS_IMAGE_TRANSFER_BOOTSTRAP_STANDBY_RATE_KEY,https://issues.apache.org/jira/browse/HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab#,type change,HDFS bytes-default configurations should accept multiple size unit
HDFS-9872,HDFS bytes-default configurations should accept multiple size unit,DFS_NAMENODE_DU_RESERVED_KEY,https://issues.apache.org/jira/browse/HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab#,type change,HDFS bytes-default configurations should accept multiple size unit
HDFS-9872,HDFS bytes-default configurations should accept multiple size unit,DFS_IMAGE_TRANSFER_CHUNKSIZE_KEY,https://issues.apache.org/jira/browse/HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab#,type change,HDFS bytes-default configurations should accept multiple size unit
SPARK-27256,"If the configuration is used to set the number of bytes, we'd better use `bytesConf`",spark.sql.files.maxPartitionBytes,https://issues.apache.org/jira/browse/SPARK-27256,https://github.com/apache/spark/commit/e4b36df2c0ae3bdba4484f9f92461dbb528d8fb9#,type change: long -> byte,"Currently, if we want to configure `spark. sql. files. maxPartitionBytes` to 256 megabytes, we must set `spark. sql. files. maxPartitionBytes=268435456`, which is very unfriendly to users."
SPARK-27256,"If the configuration is used to set the number of bytes, we'd better use `bytesConf`",spark.files.maxPartitionBytes,https://issues.apache.org/jira/browse/SPARK-27256,https://github.com/apache/spark/commit/e4b36df2c0ae3bdba4484f9f92461dbb528d8fb9#,type change: long -> byte,"Currently, if we want to configure `spark. sql. files. maxPartitionBytes` to 256 megabytes, we must set `spark. sql. files. maxPartitionBytes=268435456`, which is very unfriendly to users."
SPARK-27256,"If the configuration is used to set the number of bytes, we'd better use `bytesConf`",spark.files.openCostInBytes,https://issues.apache.org/jira/browse/SPARK-27256,https://github.com/apache/spark/commit/e4b36df2c0ae3bdba4484f9f92461dbb528d8fb9#,type change: long -> byte,"Currently, if we want to configure `spark. sql. files. maxPartitionBytes` to 256 megabytes, we must set `spark. sql. files. maxPartitionBytes=268435456`, which is very unfriendly to users."
SPARK-27256,"If the configuration is used to set the number of bytes, we'd better use `bytesConf`",spark.shuffle.sort.initialBufferSize,https://issues.apache.org/jira/browse/SPARK-27256,https://github.com/apache/spark/commit/e4b36df2c0ae3bdba4484f9f92461dbb528d8fb9#,type change: long -> byte,"Currently, if we want to configure `spark. sql. files. maxPartitionBytes` to 256 megabytes, we must set `spark. sql. files. maxPartitionBytes=268435456`, which is very unfriendly to users."
SPARK-27256,"If the configuration is used to set the number of bytes, we'd better use `bytesConf`",spark.shuffle.spill.initialMemoryThreshold,https://issues.apache.org/jira/browse/SPARK-27256,https://github.com/apache/spark/commit/e4b36df2c0ae3bdba4484f9f92461dbb528d8fb9#,type change: long -> byte,"Currently, if we want to configure `spark. sql. files. maxPartitionBytes` to 256 megabytes, we must set `spark. sql. files. maxPartitionBytes=268435456`, which is very unfriendly to users."
SPARK-22845,Modify spark.kubernetes.allocation.batch.delay to take time instead of int,spark.kubernetes.allocation.batch.delay,https://issues.apache.org/jira/browse/SPARK-22845,https://github.com/apache/spark/commit/0114c89d049724b95f7823b957bf33790216316b#,type change: long -> time,Fixing configuration that was taking an int which should take time. Made the granularity milliseconds as opposed to seconds since there's a use-case for sub-second reactions to scale-up rapidly especially with dynamic allocation.
SPARK-29151,Support fractional resources for task resource scheduling,spark.task.resource.{resourceName}.amount,https://issues.apache.org/jira/browse/SPARK-21287,https://github.com/apache/spark/commit/3cb18d90c441bbaa64c693e276793b670213e59,acceptble value change: surpport fractional,There is a configuration change where `spark.task.resource.[resource type].amount` can now be fractional.
HDFS-14719,Correct the safemode threshold value in BlockManagerSafeMode.,DFS_NAMENODE_REPL_QUEUE_THRESHOLD_PCT_KEY,https://issues.apache.org/jira/browse/HDFS-14719,https://github.com/apache/hadoop/commit/34681643e92774da6f74826c468ecec4dcbedf5,type change: double -> float,"BlockManagerSafeMode is doing wrong parsing for safemode threshold. It is storing float value in double, which will give different result some time."
HDFS-14158,Checkpointer ignores configured time period > 5 minutes,dfs.namenode.checkpoint.period,https://issues.apache.org/jira/browse/HDFS-14158,https://github.com/apache/hadoop/commit/9aa3dc872ca9a528cb98ef56d9a33ab9d4531aa1#,acceptble value change: value range,"Are you running BackupNode? It has received little to no attention since people have not used it much for a long time. The standard way of checkpointing until the HA feature was to use secondary namenode, which has its own checks. ""periodMsec is always 5 minutes or lower"" might have been intentional and reasonable long time ago when BackupNode was first created."
HDFS-12716,dfs.datanode.failed.volumes.tolerated' to support minimum number of volumes to be available.,dfs.datanode.failed.volumes.tolerated,https://issues.apache.org/jira/browse/HDFS-12716,https://github.com/apache/hadoop/commit/3108d27edde941d153a58f71fb1096cce2995531#,acceptble value change: value range,"Support 'dfs.datanode.failed.volumes.tolerated' to accept special 'negative value 'x' to tolerate failures of upto ""n-x"""
SPARK-21287,Remove requirement of fetch_size>=0 from JDBCOptions,JDBC_BATCH_FETCH_SIZE,https://issues.apache.org/jira/browse/SPARK-21287,https://github.com/apache/spark/commit/92b25295ca0dc5b80aaddb1c8f8d5ef0a250d11,acceptble value change: value range,Remove the requirement of fetch_size>=0 from JDBCOptions to allow negative fetch size.
