Issue-ID,Title,Parameter,Issue-URL,Commit-URL,Change type,Impact,Checking content,Handling action,Message leave,Note
SPARK-24610,fix reading small files via wholeTextFiles,mapreduce.input.fileinputformat.split.minsize.per.node,https://issues.apache.org/jira/browse/SPARK-24610,https://github.com/apache/spark/commit/1055c94cdf072bfce5e36bb6552fe9b148bb9d17,add checking code,runtime error: throws an exception while trying to read them,"correlation with other variable, value dependency",auto-correction(silent): change to correlated param value,/,This change checks the maxSplitSize against the minSplitSizePerNode and minSplitSizePerRack and set them if `maxSplitSize < minSplitSizePerNode/Rack`
SPARK-24610,fix reading small files via wholeTextFiles,mapreduce.input.fileinputformat.split.minsize.per.rack,https://issues.apache.org/jira/browse/SPARK-24610,https://github.com/apache/spark/commit/1055c94cdf072bfce5e36bb6552fe9b148bb9d17,add checking code,runtime error: throws an exception while trying to read them,"correlation with other variable, value dependency",auto-correction(silent): change to correlated param value,/,This change checks the maxSplitSize against the minSplitSizePerNode and minSplitSizePerRack and set them if `maxSplitSize < minSplitSizePerNode/Rack`
SPARK-23240,Better error message when extraneous data in py……spark.daemon's stdout,daemonPort (command line option),https://issues.apache.org/jira/browse/SPARK-23240,https://github.com/apache/spark/commit/862fa697d829cdddf0f25e5613c91b040f9d9652,add checking code,runtimt error: PythonWorkerFactory uses the output as the daemon’s port number and ends up throwing an exception when creating the socket,single value range check,throw SparkException with message,/,"Environmental issues or site-local customizations (i.e., sitecustomize.py present in the python install directory) can interfere with daemon.py’s output to stdout. PythonWorkerFactory produces unhelpful messages when this happens, causing some head scratching before the actual issue is determined."
HBASE-22127,Ensure that the block cached in the LRUBlockCache offheap is allocated from heap,cacheConf.getBlockCache()==null,https://issues.apache.org/jira/browse/HBASE-22127,https://github.com/apache/hbase/commit/d1eb6171f9bfdd6adf2a4805ab0b7fcccf452d26,add checking code,system wrong state: All the sizing assumptions and calc going out of control,not null check: == null,no special action,/,"It's indeed an big problem here. so we can only make the block ref to an heap area if we use LRUCache (both LruBlockCache and CombinedBlockCache case). Or we can also make the lru cache offheap?I think we can introduce an switch indicate that whether the lru block cache offheap or not, if heap, then coping those bytes from ByteBuff to heap."
SPARK-26530,Validate heartheat arguments in HeartbeatReceiver,spark.network.timeoutInterval spark.storage.blockManagerSlaveTimeoutMs,https://issues.apache.org/jira/browse/SPARK-26530,https://github.com/apache/spark/commit/8d667c511c41239033defed6dfb07414ad98935d,add checking code,system wrong state: Application may run for a while and not failed until the max executor failures reached,"correlation with other configuration, value dependency",throw IllegalArgumentException with message,/,"Currently, heartbeat related arguments is not validated in spark, so if these args are inproperly specified, the Application may run for a while and not failed until the max executor failures reached(especially with spark.dynamicAllocation.enabled=true), thus may incurs resources waste.This PR is to precheck these arguments in HeartbeatReceiver to fix this problem."
SPARK-26530,Validate heartheat arguments in HeartbeatReceiver,spark.executor.heartbeatInterval spark.storage.blockManagerSlaveTimeoutMs,https://issues.apache.org/jira/browse/SPARK-26530,https://github.com/apache/spark/commit/8d667c511c41239033defed6dfb07414ad98935d,add checking code,system wrong state: Application may run for a while and not failed until the max executor failures reached,"correlation with other configuration, value dependency",throw IllegalArgumentException with message,/,"Currently, heartbeat related arguments is not validated in spark, so if these args are inproperly specified, the Application may run for a while and not failed until the max executor failures reached(especially with spark.dynamicAllocation.enabled=true), thus may incurs resources waste.This PR is to precheck these arguments in HeartbeatReceiver to fix this problem."
SPARK-22574,[MESOS][SUBMIT] Check submission request PARAMETERs,environmentVariables,https://issues.apache.org/jira/browse/SPARK-22574,https://github.com/apache/spark/commit/7a51e71355485bb176a1387d99ec430c5986cbec,add checking code,system wrong state: Application may run for a while and not failed until the max executor failures reached  causing a bad state of Dispatcher ,not null check: is not None,throw SubmitRestMissingFieldException with message,/,"When submitting a wrong CreateSubmissionRequest to Spark Dispatcher is causing a bad state of Dispatcher and making it inactive as a mesos framework. There are some checks of these variables but not in all of them, for example in appArgs and environmentVariables."
HDFS-12498,Journal Syncer is not started in Federated + HA cluster,dfs.namenode.shared.edits.dir,https://issues.apache.org/jira/browse/HDFS-12498,https://github.com/apache/hadoop/commit/6d201f77c734d6c6a9e3e297fe3dbff251cbb8b3,add checking code,system wrong state: Application may run for a while and not failed until the max executor failures reached: Failed to start SyncJournal daemon,not null check: == null || isEmpty(),add log warning,/,"Journal Syncer is not getting started in HDFS + Federated cluster, when dfs.shared.edits.dir.<<nameserviceId>> is provided, instead of dfs.namenode.shared.edits.dir"
CASSANDRA-13006,Rely on the JVM to handle OutOfMemoryErrors,JVM_ON_OUT_OF_MEMORY_ERROR_OPT,https://issues.apache.org/jira/browse/CASSANDRA-13006,https://github.com/apache/cassandra/commit/02aba7343ce300397ab672bbb1788aa8182d8a48,add checking code,"system wrong state: can't shutdown from OutOfMemoryError, data corruption",not null check: wether the value is set,add log warning,/,Cassandra is now relying on the JVM options to properly shutdown on OutOfMemoryError. By default it will rely on the OnOutOfMemoryError option as the ExitOnOutOfMemoryError and CrashOnOutOfMemoryError options are not supported by the older 1.7 and 1.8 JVMs. A warning will be logged at startup if none of those JVM options are used. See CASSANDRA-13006 for more details.
CASSANDRA-14991,SSL Cert Hot Reloading should check for sanity of the new keystore/truststore before loading it,conf.server_encryption_options,https://issues.apache.org/jira/browse/CASSANDRA-14991,https://github.com/apache/cassandra/commit/16ef9ac37c21c4f9091cd1f3658e54abddab8ad8,add checking code,system wrong state: fail accepting new connections,not null check: serverOpts != null,throw ConfigurationException with message(didn't catch) & throw I/O excpetion and catch exception with logger.error,/,"SSL Cert Hot Reloading assumes that the keystore & truststore are valid. However, a corrupt store or a password mismatch can cause Cassandra to fail accepting new connections as we throw away the old SslContext. This patch will ensure that we check the sanity of the certificates during startup and during hot reloading. This should protect against bad key/trust stores. As part of this PR, I have cleaned up the code a bit."
