Issue ID,Commit Link,Title
SPARK-25515,https://github.com/apache/spark/commit/0c2935b01def8a5f631851999d9c2d57b63763e6,Adds a config option to keep executor pods for debugging
SPARK-27378,https://github.com/apache/spark/commit/0ced4c0b132334dac27de3ce45fd4cab8261cfb5,[YARN] YARN support for GPU-aware scheduling
Pull-Request #21977,https://github.com/apache/spark/commit/0d77d575e14e535fbe29b42e5612f3ddc64d42f4,Add a note that 'spark.executor.pyspark.memory' is dependent on 'resource'
SPARK-21126,https://github.com/apache/spark/commit/0d8604bb849b3370cc21966cdd773238f3a29f84,"The configuration which named ""spark.core.connection.au……th.wait.timeout"" hasn't been used in spark"
SPARK-26837,https://github.com/apache/spark/commit/0f2c0b53e8fb18c86c67b5dd679c006db93f94a5,Pruning nested fields from object serializers
SPARK-21783,https://github.com/apache/spark/commit/0f8a28617a0742d5a99debfbae91222c2e3b5cec,[SQL] Turn on ORC filter push-down by default
SPARK-22233,https://github.com/apache/spark/commit/0fa10666cf75e3c4929940af49c8a6f6ea874759,[CORE][FOLLOW-UP] Allow user to filter out empty split in HadoopRDD
SPARK-20652,https://github.com/apache/spark/commit/0ffa7c488fa8156e2a1aa282e60b7c36b86d8af8,[SQL] Store SQL UI data in the new app status store.
SPARK-25088,https://github.com/apache/spark/commit/10248758438b9ff57f5669a324a716c8c6c8f17b,Update Rest Server docs & defaults.
SPARK-24836,https://github.com/apache/spark/commit/106880edcd67bc20e8610a16f8ce6aa250268eeb,[SQL] New option for Avro datasource - ignoreExtension
SPARK-17074,https://github.com/apache/spark/commit/11b60af737a04d931356aa74ebf3c6cf4a6b08d6,[SQL] Generate equi-height histogram in column statistics
SPARK-20646,https://github.com/apache/spark/commit/11eea1a4ce32c9018218d4dfc9f46b744eb82991,[CORE] Port executors page to new UI backend.
SPARK-26601,https://github.com/apache/spark/commit/126310ca68f2f248ea8b312c4637eccaba2fdc2b,Make broadcast-exchange thread pool configurable
SPARK-22151,https://github.com/apache/spark/commit/1272b2034d4eed4bfe60a49e1065871b3a3f96e0,PYTHONPATH not picked up from the spark.yarn.appMasterEnv properly
SPARK-27362,https://github.com/apache/spark/commit/1277f8fa92da85d9e39d9146e3099fcb75c71a8f,Resource Scheduling support for k8s
SPARK-25233,https://github.com/apache/spark/commit/135ff16a3510a4dfb3470904004dae9848005019,Give the user the option of specifying a minimum message per partition per batch when using kafka direct API with backpressure
SPARK-22050,https://github.com/apache/spark/commit/1437e344ec0c29a44a19f4513986f5f184c44695,[CORE] Allow BlockUpdated events to be optionally logged to the event log
SPARK-24297,https://github.com/apache/spark/commit/15fff79032f6d708d8570b5e83144f1f84519552,[CORE] Fetch-to-disk by default for > 2gb
SPARK-21501,https://github.com/apache/spark/commit/1662e93119d68498942386906de309d35f4a135f,Change CacheLoader to limit entries based on memory foo……tprintRight
SPARK-22757,https://github.com/apache/spark/commit/171f6ddadc6185ffcc6ad82e5f48952fb49095b2,"[KUBERNETES] Enable use of remote dependencies (http, s3……, gcs, etc.) in Kubernetes mode"
SPARK-24860,https://github.com/apache/spark/commit/17f469bc808e076b45fffcedb0147991fa4c41f3,[SQL] Support setting of partitionOverWriteMode in output options for writing DataFrame
SPARK-23984,https://github.com/apache/spark/commit/1a644afbac35c204f9ad55f86999319a9ab458c6,[K8S] Initial Python Bindings for PySpark on K8s
SPARK-25677,https://github.com/apache/spark/commit/1a6815cd9f421a106f8d96a36a53042a00f02386,[DOC] spark.io.compression.codec = org.apache.spark.io.ZstdCompressionCodec throwing IllegalArgumentException Exception
SPARK-25933,https://github.com/apache/spark/commit/1a7abf3f453f7d6012d7e842cf05f29f3afbb3bc,Fix pstats.Stats() reference in configur……ation.md
SPARK-27754,https://github.com/apache/spark/commit/1a8c09334db87b0e938c38cd6b59d326bdcab3c3,Introduce additional config (spark.kubernetes.driver.request.cores) for driver request cores for spark on k8s
SPARK-26060,https://github.com/apache/spark/commit/1ab3d3e474ce2e36d58aea8ad09fb61f0c73e5c5,Rename the config name
SPARK-27783,https://github.com/apache/spark/commit/1ada36b5717f6446f0bc67fbad7c5e12796500b6,[SQL] Add customizable hint error handler
SPARK-16019,https://github.com/apache/spark/commit/1cad31f00644d899d8e74d58c6eb4e9f72065473,Use separate RM poll interval when starting clien……t AM.
SPARK-21603,https://github.com/apache/spark/commit/1cce1a3b639c5c793d43fa51a8ec3e0fef622a40,The wholestage codegen will be much slower then th……at is closed when the function is too long
SPARK-25021,https://github.com/apache/spark/commit/1cfda448255d5b4a0df88148e0f6acd88aa6e318,Add spark.executor.pyspark.memory limit for K8S
SPARK-25496,https://github.com/apache/spark/commit/1d20d13149140f53df307f47420740f45b4fa5f6,Deprecate from_utc_timestamp and to_utc_timestamp
SPARK-22626,https://github.com/apache/spark/commit/1d5597b408485e41812f3645a670864ad88570a0,SQL][FOLLOWUP] improve documentation and simplify test case
SPARK-27349,https://github.com/apache/spark/commit/1d95dea30788b9f64c5e304d908b85936aafb238,Dealing with TimeVars removed in Hive 2.x
SPARK-21842,https://github.com/apache/spark/commit/1e82335413bc2384073ead0d6d581c862036d0f5,[MESOS] Support Kerberos ticket renewal and creation in Mesos
SPARK-27677,https://github.com/apache/spark/commit/1e87694f2bc0dea3eaaef936dc8552b3ba421539,Disable by default fetching of disk persisted RDD blocks via external shuffle service
SPARK-21113,https://github.com/apache/spark/commit/1e978b17d63d7ba20368057aa4e65f5ef6e87369,[CORE] Read ahead input stream to amortize disk IO cost
SPARK-21866,https://github.com/apache/spark/commit/1edb3175d8358c2f6bfc84a0d958342bd5337a62,[ML][PYSPARK] Adding spark image reader
SPARK-22529,https://github.com/apache/spark/commit/1ff4a77be498615ee7216fd9cc2d510ecbd43b27,[SQL] Relation stats should be consistent with other plans based on cbo config
SPARK-20791,https://github.com/apache/spark/commit/209b9361ac8a4410ff797cff1115e1888e2f7e66,[PYSPARK] Use Arrow to create Spark DataFrame from Pandas
SPARK-25407,https://github.com/apache/spark/commit/215609def22da14c464b37374ceae4f53a39a145,Allow nested access for non-existent field for Parquet file when nested pruning is enabled
SPARK-10365,https://github.com/apache/spark/commit/21a7bfd5c324e6c82152229f1394f26afeae771c,[SQL] Support Parquet logical type TIMESTAMP_MICROS
SPARK-24232,https://github.com/apache/spark/commit/21e1fc7d4aed688d7b685be6ce93f76752159c98,[K8S] Add support for secret env vars
SPARK-24326,https://github.com/apache/spark/commit/22df953f6bb191858053eafbabaa5b3ebca29f56,[MESOS] add support for local:// scheme for the app jar
SPARK-22880,https://github.com/apache/spark/commit/2333a34d390f2fa19b939b8007be0deb31f31d3c,[SQL] Add cascadeTruncate option to JDBC datasource
SPARK-20025,https://github.com/apache/spark/commit/23af2d79ad9a3c83936485ee57513b39193a446b,"[CORE] Ignore SPARK_LOCAL* env, while deploying via cluster mode."
SPARK-27418,https://github.com/apache/spark/commit/23ebd389b5cb528a7ba04113a12929bebfaf1e9a,Migrate Parquet to File Data Source V2
SPARK-22938,https://github.com/apache/spark/commit/247a08939d58405aef39b2a4e7773aa45474ad12,Assert that SQLConf.get is accessed only on the driver.
SPARK-19724,https://github.com/apache/spark/commit/249007e37f51f00d14e596692aeac87fbc10b520,SQL] create a managed table with an existed default tabe should throw an exception
SPARK-24558,https://github.com/apache/spark/commit/2603ae30be78c6cb24a67c26fb781fae8763f229,[CORE] wrong Idle Timeout value is used in case of the cacheBlock.
SPARK-27870,https://github.com/apache/spark/commit/26998b86c13e79582a3df31f6184f825cde45e73,Add a runtime buffer size configuration for Pandas UDFs
SPARK-25711,https://github.com/apache/spark/commit/26c1b959cf29b8552beb715cc5d39288d5298bdc,Allow history server to show usage and remove deprecated options
SPARK-27453,https://github.com/apache/spark/commit/26ed65f4150db1fa37f8bfab24ac0873d2e42936,Pass partitionBy as options in DataFrameWriter
SPARK-26584,https://github.com/apache/spark/commit/270916f8cd8ba01341f2a38a8376e9e4be08a2e8,Remove `spark.sql.orc.copyBatchToSpark` internal conf
SPARK-24248,https://github.com/apache/spark/commit/270a9a3cac25f3e799460320d0fc94ccd7ecfaea,[K8S] Use level triggering and state reconciliation in scheduling and lifecycle
SPARK-22791,https://github.com/apache/spark/commit/28315714ddef3ddcc192375e98dd5207cf4ecc98,[SQL][SS] Redact Output of Explain
SPARK-20863,https://github.com/apache/spark/commit/2a23cdd078a7409d0bb92cf27718995766c41b1d,Add metrics/instrumentation to LiveListenerBus
SPARK-20871,https://github.com/apache/spark/commit/2a53fbfce72b3faef020e39a1e8628d68bc95beb,limit logging of Janino code
SPARK-26595,https://github.com/apache/spark/commit/2a67dbfbd341af166b1c85904875f26a6dea5ba8,Allow credential renewal based on kerberos ticket cache
SPARK-18580,https://github.com/apache/spark/commit/2b89e4aa2e8bd8b88f6e5eb60d95c1a58e5c4ace,[DSTREAM][KAFKA] Add spark.streaming.backpressure.initialRate to direct Kafka streams
SPARK-24307,https://github.com/apache/spark/commit/2c82745686f4456c4d5c84040a431dcb5b6cb60b,[CORE] Add conf to revert to old code.
SPARK-23173,https://github.com/apache/spark/commit/2ca9bb083c515511d2bfee271fc3e0269aceb9d5,[SQL] Avoid creating corrupt parquet files when loading data from JSON
SPARK-12139,https://github.com/apache/spark/commit/2cbfc975ba937a4eb761de7a6473b7747941f386,REGEX Column Specification
SPARK-24377,https://github.com/apache/spark/commit/2ced6193b39dc63e5f74138859f2a9d69d3cfd11,[SPARK SUBMIT] make --py-files work in non pyspark application
SPARK-24918,https://github.com/apache/spark/commit/2f51e72356babac703cc20a531b4dcc7712f34af,Executor Plugin API
SPARK-26539,https://github.com/apache/spark/commit/2f8a938805ce3c182d61bab8f66b9ff6d90dc83b,Remove spark.memory.useLegacyMode and StaticMemoryManager
SPARK-21840,https://github.com/apache/spark/commit/3073344a2551fb198d63f2114a519ab97904cb55,[CORE] Add trait that allows conf to be directly set in application.
SPARK-24149,https://github.com/apache/spark/commit/3159ee085b23e2e9f1657d80b7ae3efe82b5edb9,Retrieve all federated namespaces tokens
SPARK-27119,https://github.com/apache/spark/commit/31878c9daafb2c05e380b83cb4a04b32d5ff648f,Do not infer schema when reading Hive serde table with native data source
SPARK-22160,https://github.com/apache/spark/commit/323806e68f91f3c7521327186a37ddd1436267d0,[SQL] Make sample points per partition (in range partitioner) configurable and bump the default value up to 100
SPARK-20728,https://github.com/apache/spark/commit/326f1d6728a7734c228d8bfaa69442a1c7b92e9b,SQL] Make OrcFileFormat configurable between sql/hive and sql/core
SPARK-25261,https://github.com/apache/spark/commit/339859c4e4b27726ba8ce9a64451a981ef74de0c,update the description for spark.executor|driver.memory in configuration.md
SPARK-24518,https://github.com/apache/spark/commit/33e77fa89b5805ecb1066fc534723527f70d37c7,[CORE] Using Hadoop credential provider API to store password
SPARK-23765,https://github.com/apache/spark/commit/34c4b9c57e114cdb390e4dbc7383284d82fea317,[SQL] Supports custom line separator for json datasource
SPARK-24817,https://github.com/apache/spark/commit/388f5a0635a2812cd71b08352e3ddc20293ec189,Implement BarrierTaskContext.barrier()
SPARK-20327,https://github.com/apache/spark/commit/3946de773498621f88009c309254b019848ed490,"Add CLI support for YARN custom resources, like GPUs"
SPARK-24768,https://github.com/apache/spark/commit/395860a986987886df6d60fd9b26afd818b2cb39,Have a built-in AVRO data source implementation
SPARK-23238,https://github.com/apache/spark/commit/39d2c6b03488895a0acb1dd3c46329db00fdd357,[SQL] Externalize SQLConf configurations exposed in documentation
SPARK-24519,https://github.com/apache/spark/commit/39dfaf2fd167cafc84ec9cc637c114ed54a331e3,Make the threshold for highly compressed map status configurable
SPARK-27192,https://github.com/apache/spark/commit/39f75b45889951b175c48b2e849e920d0a0eee6e,[CORE] spark.task.cpus should be less or equal than spark.executor.cores
SPARK-24761,https://github.com/apache/spark/commit/3ab48f985c7f96bc9143caad99bf3df7cc984583,[SQL] Adding of isModifiable() to RuntimeConfig
SPARK-24416,https://github.com/apache/spark/commit/3af1d3e6d95719e15a997877d5ecd3bb40c08b9c,Fix configuration specification for killBlacklisted executors
SPARK-24367,https://github.com/apache/spark/commit/3b20b34ab72c92d9d20188ed430955e1a94eac9c,SQL] Parquet: use JOB_SUMMARY_LEVEL instead of deprecated flag ENABLE_JOB_SUMMARY
SPARK-26564,https://github.com/apache/spark/commit/3bd77aa9f6775645407baa4266f6d0c02a8af902,Fix wrong assertions and error messages for PARAMETER checking
SPARK-26384,https://github.com/apache/spark/commit/3c0bb6bc45e64fd82052d7857f2a06c34f0c1793,Propagate SQL configs for CSV schema inferring
SPARK-20101,https://github.com/apache/spark/commit/3c3eebc8734e36e61f4627e2c517fbbe342b3b42,"][SQL] Use OffHeapColumnVector when ""spark.sql.columnVector.offheap.enable"" is set to ""true"""
SPARK-25960,https://github.com/apache/spark/commit/3df307aa515b3564686e75d1b71754bbcaaf2dec,Support subpath mounting with Kubernetes
SPARK-25295,https://github.com/apache/spark/commit/3e75a9fa24f8629d068b5fbbc7356ce2603fa58d,Fix executor names collision
SPARK-22646,https://github.com/apache/spark/commit/3f4060c340d6bac412e8819c4388ccba226efcf3,[K8S] Spark on Kubernetes - basic submission client
SPARK-23549,https://github.com/apache/spark/commit/411ecc365ea62aef7a29d8764e783e6a58dbb1d5,Rename config spark.sql.legacy.compareDateTimestampInTimestamp
SPARK-23715,https://github.com/apache/spark/commit/417ad92502e714da71552f64d0e1257d2fd5d3d0,[SQL] the input of to/from_utc_timestamp can not have timezone
SPARK-24626,https://github.com/apache/spark/commit/4193c7623b92765adaee539e723328ddc9048c09,Add statistics prefix to parallelFileListingInStatsComputation
SPARK-16944,https://github.com/apache/spark/commit/4329eb2e73181819bb712f57ca9c7feac0d640ea,[Mesos] Improve data locality when launching new executors when dynamic allocation is enabled
SPARK-24802,https://github.com/apache/spark/commit/434319e73f8cb6e080671bdde42a72228bd814ef,Add a new config for Optimization Rule Exclusion
SPARK-25704,https://github.com/apache/spark/commit/43717dee570dc41d71f0b27b8939f6297a029a02,Allocate a bit less than Int.MaxValue
SPARK-27528,https://github.com/apache/spark/commit/43a73e387cb843486adcf5b8bbd8b99010ce6e02,Use Parquet logical type TIMESTAMP_MICROS by default
SPARK-24718,https://github.com/apache/spark/commit/43e4e851b642bbee535d22e1b9e72ec6b99f6ed4,[SQL] Timestamp support pushdown to parquet data source
SPARK-19112,https://github.com/apache/spark/commit/444bce1c98c45147fe63e2132e9743a0c5e49598,[CORE] Support for ZStandard codec
SPARK-09104,https://github.com/apache/spark/commit/445f1790ade1c53cf7eee1f282395648e4d0992c,[CORE] Expose Netty memory metrics in Spark
SPARK-27844,https://github.com/apache/spark/commit/447bfdec830ba5eaaee791e86caad39f4f6661eb,[SQL] Avoid hard-coded config: spark.rdd.parallelListing Threshold in SQL module
SPARK-20648,https://github.com/apache/spark/commit/4741c07809393ab85be8b4a169d4ed3da93a4781,[CORE] Port JobsTab and StageTab to the new UI backend.
SPARK-23514,https://github.com/apache/spark/commit/476a7f026bc45462067ebd39cd269147e84cd641,Use SessionState.newHadoopConf() to propage hadoop configs set in SQLConf.
SPARK-24156,https://github.com/apache/spark/commit/47b5b68528c154d32b3f40f388918836d29462b8,[SS] Enabled no-data batches in MicroBatchExecution for streaming aggregation and deduplication.
SPARK-25457,https://github.com/apache/spark/commit/47d6e80a2e64823fabb596503fb6a6cc6f51f713,IntegralDivide returns data type of the operands
SPARK-28118,https://github.com/apache/spark/commit/47f54b1ec717d0d744bf3ad46bb1ed3542b667c8,[CORE] Add `spark.eventLog.compression.codec` configuration
SPARK-26788,https://github.com/apache/spark/commit/4808393449ccad2c6bc73c91d0ed8dd8f60c7054,Remove SchedulerExtensionService.
SPARK-23196,https://github.com/apache/spark/commit/49b0207dc9327989c72700b4d04d2a714c92e159,Unify continuous and microbatch V2 sinks
SPARK-19724,https://github.com/apache/spark/commit/4a11209539130c6a075119bf87c5ad854d42978e,allowCreatingManagedTableUsingNonemptyLocation should have legacy prefix
SPARK-24241,https://github.com/apache/spark/commit/4a2b15f0af400c71b7f20b2048f38a8b74d43dfa,[SUBMIT] Do not fail fast when dynamic resource allocation enabled with 0 executor
SPARK-21871,https://github.com/apache/spark/commit/4a779bdac3e75c17b7d36c5a009ba6c948fa9fb6,[SQL] Check actual bytecode size when compiling generated code
SPARK-25815,https://github.com/apache/spark/commit/4b3fe3a9ccc8a4a8eb0d037d19cb07a8a288e37a,"Support kerberos in client mode, keytab-based token renewal."
SPARK-27532,https://github.com/apache/spark/commit/4cb1cd6ab7b7bffd045a786b0ddb7c7783afdf46,"Correct the default value in the Documentation for…… ""spark.redaction.regex"""
SPARK-25366,https://github.com/apache/spark/commit/4d114fc9a2cb0be7256560bc8b2e4ce72adb7a7f,Document Zstd and brotli CompressionCodec requirements for Parquet files
SPARK-24680,https://github.com/apache/spark/commit/4d693ac904d89b3afeba107eb0480120daf78174,Support spark.executorEnv.JAVA_HOME in Standalone mode
SPARK-19355,https://github.com/apache/spark/commit/4f175850985cfc4c64afb90d784bb292e81dc0b7,Use map output statistics to improve global limit'……s parallelism
SPARK-26503,https://github.com/apache/spark/commit/4ff2b94a7c827f9cc3e6c79fe090568d2743c0ca,Get rid of spark.sql.legacy.timeParser.enabled
SPARK-23538,https://github.com/apache/spark/commit/508573958dc9b6402e684cd6dd37202deaaa97f6,[CORE] Remove custom configuration for SSL client.
SPARK-25372,https://github.com/apache/spark/commit/51540c2fa677658be954c820bc18ba748e4c8583,Deprecate and generalize keytab / principal config
SPARK-26503,https://github.com/apache/spark/commit/51a6ba0181a013f2b62b47184785a8b6f6a78f12,Get rid of spark.sql.legacy.timeParser.enabled
SPARK-13704,https://github.com/apache/spark/commit/52838e74afdd58a7c09707284b4e0232dc01ef26,Reduce rack resolution time
SPARK-24332,https://github.com/apache/spark/commit/53c06ddabbdf689f8823807445849ad63173676f,[SS][MESOS] Fix places reading 'spark.network.timeout' as milliseconds
SPARK-24182,https://github.com/apache/spark/commit/54032682b910dc5089af27d2c7b6efe55700f034,[YARN] Improve error message when client AM fails
SPARK-22131,https://github.com/apache/spark/commit/5415963d2caaf95604211419ffc4e29fff38e1d7,[MESOS] Mesos driver secrets
SPARK-22683,https://github.com/apache/spark/commit/55c4ca88a3b093ee197a8689631be8d1fac1f10f,[CORE] Add a executorAllocationRatio PARAMETER to throttle the parallelism of the dynamic allocation
SPARK-22282,https://github.com/apache/spark/commit/561505e2fc290fc2cee3b8464ec49df773dca5eb,[SQL] Rename OrcRelation to OrcFileFormat and remove ORC_COMPRESSION
SPARK-20950,https://github.com/apache/spark/commit/565e7a8d4ae7879ee704fb94ae9b3da31e202d7e,add a new config to diskWriteBufferSize which is ……hard coded before
SPARK-23146,https://github.com/apache/spark/commit/571a6f0574e50e53cea403624ec3795cd03aa204,Support client mode.
SPARK-20101,https://github.com/apache/spark/commit/572af5027e45ca96e0d283a8bf7c84dcf476f9bc,"[SQL][FOLLOW-UP] use correct config name ""spark.sql.colu……mnVector.offheap.enabled"""
SPARK-21527,https://github.com/apache/spark/commit/574ef6c987c636210828e96d2f797d8f10aff05e,Use buffer limit in order to use JAVA NIO Util's ……buffercache
SPARK-26998,https://github.com/apache/spark/commit/57aff93886ac7d02b88294672ce0d2495b0942b8,Remove SSL configuration from executors
SPARK-22554,https://github.com/apache/spark/commit/57c5514de9dba1c14e296f85fb13fef23ce8c73f,[PYTHON] Add a config to control if PySpark should use daemon or not for workers
SPARK-26239,https://github.com/apache/spark/commit/57d6fbfa8c803ce1791e7be36aba0219a1fcaa63,File-based secret key loading for SASL.
SPARK-21012,https://github.com/apache/spark/commit/5800144a54f5c0180ccf67392f32c3e8a51119b1,Add glob support for resources adding to Spark
SPARK-21428,https://github.com/apache/spark/commit/581200af717bcefd11c9930ac063fe53c6fd2fde,][SQL][FOLLOWUP] CliSessionState should point to the actual metastore not a dummy one
SPARK-22188,https://github.com/apache/spark/commit/5a07aca4d464e96d75ea17bf6768e24b829872ec,"[CORE] Adding security headers for preventing XSS, MitM and MIME sniffing"
SPARK-26263,https://github.com/apache/spark/commit/5a140b7844936cf2b65f08853b8cfd8c499d4f13,Validate partition values with user provided schema
SPARK-27343,https://github.com/apache/spark/commit/5a8aad01c2aaf0ceef8e9a3cfabbd2e88c8d9f0d,Avoid hardcoded for spark-sql-kafka-0-10
SPARK-25271,https://github.com/apache/spark/commit/5ad03607d1487e7ab3e3b6d00eef9c4028ed4975,Hive ctas commands should use data source if it is…… convertible
SPARK-28052,https://github.com/apache/spark/commit/5ae1a6bf0dea9e74ced85686ef33a87cfa3e90c2,Make `ArrayExists` follow the three-valued boolean logic.
SPARK-20923,https://github.com/apache/spark/commit/5b5a69bea9de806e2c39b04b248ee82a7b664d7b,turn tracking of TaskMetrics._updatedBlockStatuses off
SPARK-22962,https://github.com/apache/spark/commit/5d7c4ba4d73a72f26d591108db3c20b4a6c84f3f,Fail fast if submission client local files are used
SPARK-23153,https://github.com/apache/spark/commit/5e74570c8f5e7dfc1ca1c53c177827c5cea57bf1,Support client dependencies with a Hadoop Compatib……le File System
SPARK-24783,https://github.com/apache/spark/commit/5ebb4b572318abf1b483b5a8f41aa9b021eb5327,spark.sql.shuffle.partitions=0 should throw exception
SPARK-25118,https://github.com/apache/spark/commit/5f11e8c4cb9a5db037ac239b8fcc97f3a746e772,Need a solution to persist Spark application console outputs when running in shell/yarn client mode
SPARK-23361,https://github.com/apache/spark/commit/5fa438471110afbf4e2174df449ac79e292501f8,[YARN] Allow AM to restart after initial tokens expire.
SPARK-22968,https://github.com/apache/spark/commit/5fccdae18911793967b315c02c058eb737e46174,[DSTREAM] Throw an exception on partition revoking issue
SPARK-26890,https://github.com/apache/spark/commit/5fd28e8f5c319492db4ef1e2c0a5a77f85ac029b,[DOC] Add Dropwizard metrics list and additional configuration details to the documentation
SPARK-26192,https://github.com/apache/spark/commit/5fd4d7499c9f2925268d84b5d74ecafaebe2113d,Retrieve enableFetcherCache OPTION from submissi……on for driver URIs
SPARK-23529,https://github.com/apache/spark/commit/5ff1b9ba1983d5601add62aef64a3e87d07050eb,[K8S] Support mounting volumes
SPARK-27394,https://github.com/apache/spark/commit/5ff39cd5ee92da0d08380c7a680d350ff6f4b5db,Flush LiveEntity if necessary when receiving SparkListenerExecutorMetricsUpdate
SPARK-24730,https://github.com/apache/spark/commit/6078b891da8fe7fc36579699473168ae7443284c,[SS] Add policy to choose max as global watermark when streaming query has multiple watermarks
SPARK-25160,https://github.com/apache/spark/commit/60af2501e1afc00192c779f2736a4e3de12428fa,Avro: remove sql configuration spark.sql.avro.outp……utTimestampType
SPARK-27588,https://github.com/apache/spark/commit/618d6bff71073c8c93501ab7392c3cc579730f0b,Binary file data source fails fast and doesn't attempt to read very large files
SPARK-24978,https://github.com/apache/spark/commit/6193a202aab0271b4532ee4b740318290f2c44a1,Add spark.sql.fast.hash.aggregate.row.max.capacity to configure the capacity of fast aggregation.
SPARK-21127,https://github.com/apache/spark/commit/61b5df567eb8ae0df4059cb0e334316fff462de9,Update statistics after data changing commands
SPARK-24137,https://github.com/apache/spark/commit/6282fc64e32fc2f70e79ace14efd4922e4535dbb,[K8S] Mount local directories as empty dir volumes.
SPARK-25641,https://github.com/apache/spark/commit/6353425af76f9cc9de7ee4094f41df7a7390d898,Change the spark.shuffle.server.chunkFetchHandlerThreadsPercent default to 100
SPARK-21247,https://github.com/apache/spark/commit/6412ea1759d39a2380c572ec24cfd8ae4f2d81f7,[SQL] Type comparison should respect case-sensitive SQL conf
SPARK-22133,https://github.com/apache/spark/commit/6447d7bc1de4ab1d99a8dfcd3fea07f5a2da363d,[DOCS] Documentation for Mesos Reject Offer Configurations
SPARK-22395,https://github.com/apache/spark/commit/64817c423c0d82a805abd69a3e166e5bfd79c739,[SQL][PYTHON] Fix the behavior of timestamp values for Pandas to respect session timezone
SPARK-26477,https://github.com/apache/spark/commit/64cc9e572e0213d5dea241b2b48ecdd68a5c6c99,Use ConfigEntry for hardcoded configs for unsafe category
